Resource_ID,Title,Platform,Skill,Level,Format,Type,Cost,URL,Duration,Enrollments,Rating,Rating_Count,Release_Date,Last_Updated,Instructor,Has_Certificate,Has_Projects,Has_Community,Difficulty_Score,Completion_Rate,Prerequisites,Related_Skills
RES_0640,Python Programming Masterclass,Skillshare,Python Programming,Intermediate,Tutorial Series,Subscription,28.68,https://www.skillshare.com/courses/python-programming-masterclass,20 days,2186,3.0,496,2022-12-13,2023-12-01,Skillshare,True,True,False,5,66,"Web Development, Digital Marketing",
RES_0641,The Complete Game Development Bootcamp,Udemy,Game Development,Beginner,Tutorial Series,Paid,156.85,https://www.udemy.com/courses/the-complete-game-development-bootcamp,2 weeks,19178,3.6,3970,2023-06-07,2024-11-07,Michael Robertson II,False,False,True,3,69,None,"Blockchain, Artificial Intelligence, Cybersecurity"
RES_0642,Cloud Computing Masterclass,Udacity,Cloud Computing,All Levels,Text-based,Free,0.0,https://www.udacity.com/courses/cloud-computing-masterclass,23 months,5710,3.4,1569,2022-08-25,2022-09-28,Jamie Vasquez,True,True,False,7,95,Mobile Development,"React, SQL, Data Science"
RES_0643,SQL Masterclass,Pluralsight,SQL,Advanced,Bootcamp,Freemium,27.85,https://www.pluralsight.com/courses/sql-masterclass,20 months,3185,3.7,448,2024-11-08,2025-03-23,Joshua Black,False,False,False,10,52,UI/UX Design,Mobile Development
RES_0644,Artificial Intelligence Professional Certificate,edX,Artificial Intelligence,Advanced,Interactive,Freemium,48.43,https://www.edx.com/courses/artificial-intelligence-professional-certificate,9 months,8904,3.2,1871,2023-09-21,2025-03-25,Craig Wilson,True,True,True,10,30,SQL,"Project Management, Game Development"
RES_0645,DevOps Masterclass,Codecademy,DevOps,All Levels,Interactive,Subscription,16.78,https://www.codecademy.com/courses/devops-masterclass,14 months,9852,4.8,2482,2025-01-11,2025-04-22,Kyle Turner,True,True,True,3,35,None,Game Development
RES_0646,DevOps Masterclass,Khan Academy,DevOps,Intermediate,Video Course,Freemium,20.49,https://www.khanacademy.com/courses/devops-masterclass,29 hours,261,4.2,37,2025-01-04,2025-05-27,Khan Academy,False,True,True,6,75,Cloud Computing,Game Development
RES_0647,Mobile Development Masterclass,Codecademy,Mobile Development,Intermediate,Interactive,Freemium,20.31,https://www.codecademy.com/courses/mobile-development-masterclass,20 hours,2727,4.4,324,2025-02-15,2025-03-28,Codecademy,False,True,True,7,58,Project Management,"JavaScript, React"
RES_0648,Machine Learning Masterclass,Pluralsight,Machine Learning,Beginner,Interactive,Subscription,30.23,https://www.pluralsight.com/courses/machine-learning-masterclass,28 months,7409,4.6,1836,2024-06-09,2025-04-25,Kristin Stephens,True,False,True,4,78,None,Game Development
RES_0649,SQL Masterclass,Pluralsight,SQL,All Levels,Project-based,Subscription,26.27,https://www.pluralsight.com/courses/sql-masterclass,16 months,7344,4.0,981,2024-06-26,2025-02-12,Robert Oconnor,True,False,False,6,56,Mobile Development,"Cybersecurity, DevOps, React"
RES_0650,UI/UX Design Masterclass,FutureLearn,UI/UX Design,Intermediate,Project-based,Freemium,96.07,https://www.futurelearn.com/courses/ui/ux-design-masterclass,22 days,1159,3.2,229,2023-02-06,2023-08-22,FutureLearn,True,True,True,7,84,Digital Marketing,"Data Science, React, DevOps"
RES_0651,DevOps Masterclass,LinkedIn Learning,DevOps,All Levels,Interactive,Paid,51.64,https://www.linkedinlearning.com/courses/devops-masterclass,19 days,694,4.1,154,2023-07-01,2024-08-13,Bryan Holloway,True,False,True,7,36,"Web Development, Blockchain","Project Management, Cloud Computing, UI/UX Design"
RES_0652,Digital Marketing Professional Certificate,edX,Digital Marketing,Advanced,Interactive,Paid,87.8,https://www.edx.com/courses/digital-marketing-professional-certificate,6 hours,3898,4.2,1123,2025-02-13,2025-03-16,Nicholas Turner,False,False,False,8,66,"Artificial Intelligence, JavaScript","Python Programming, SQL"
RES_0653,Web Development Masterclass,Codecademy,Web Development,Beginner,Video Course,Subscription,43.61,https://www.codecademy.com/courses/web-development-masterclass,6 hours,7678,4.5,1267,2023-07-27,2023-08-12,Olivia Ward,True,True,False,2,64,None,Blockchain
RES_0654,Data Analysis Masterclass,Khan Academy,Data Analysis,All Levels,Interactive,Paid,19.19,https://www.khanacademy.com/courses/data-analysis-masterclass,5 days,4063,3.9,986,2023-07-30,2024-01-12,Khan Academy,True,True,False,4,35,Cybersecurity,"Python Programming, UI/UX Design"
RES_0655,Blockchain Masterclass,FreeCodeCamp,Blockchain,All Levels,Tutorial Series,Freemium,55.03,https://www.freecodecamp.com/courses/blockchain-masterclass,24 months,8702,3.3,2174,2023-01-08,2023-10-29,FreeCodeCamp,True,True,False,5,82,None,"Cloud Computing, Data Analysis, SQL, Web Development"
RES_0656,Data Science Masterclass,Codecademy,Data Science,Advanced,Video Course,Freemium,38.26,https://www.codecademy.com/courses/data-science-masterclass,10 weeks,491,3.6,63,2023-11-15,2024-04-10,Ryan Lane,True,True,False,8,68,"React, Cloud Computing",
RES_0657,DevOps Masterclass,FreeCodeCamp,DevOps,All Levels,Project-based,Freemium,71.29,https://www.freecodecamp.com/courses/devops-masterclass,12 days,7690,3.7,924,2024-11-26,2025-01-21,FreeCodeCamp,True,True,False,5,36,"Project Management, Cybersecurity","Web Development, UI/UX Design, Data Science, Blockchain"
RES_0658,Artificial Intelligence Masterclass,Khan Academy,Artificial Intelligence,Beginner,Project-based,Free,0.0,https://www.khanacademy.com/courses/artificial-intelligence-masterclass,12 weeks,3269,4.3,503,2023-11-24,2024-03-21,Sarah Bradford,False,True,False,1,95,None,"Blockchain, Data Science"
RES_0659,Project Management Specialization,Coursera,Project Management,All Levels,Text-based,Freemium,34.69,https://www.coursera.com/courses/project-management-specialization,11 weeks,25115,4.1,6347,2025-05-08,2025-05-11,Cindy Todd,True,True,True,3,94,Cloud Computing,"Mobile Development, DevOps"
RES_0660,SQL Professional Certificate,edX,SQL,Beginner,Bootcamp,Freemium,27.58,https://www.edx.com/courses/sql-professional-certificate,8 hours,821,3.7,217,2023-12-09,2025-08-09,edX,True,True,True,2,84,None,"Python Programming, Web Development"
RES_0661,Data Analysis Professional Certificate,edX,Data Analysis,Advanced,Tutorial Series,Freemium,78.7,https://www.edx.com/courses/data-analysis-professional-certificate,8 months,2813,5.0,832,2022-11-14,2025-04-27,Diana Fields,True,False,False,10,63,"Game Development, Game Development, Mobile Development","Blockchain, Cloud Computing, Blockchain"
RES_0662,DevOps Masterclass,Udacity,DevOps,Intermediate,Interactive,Free,0.0,https://www.udacity.com/courses/devops-masterclass,14 months,4559,4.2,995,2023-10-18,2024-03-18,Jeffrey Chapman,False,False,True,6,43,Game Development,"React, React"
RES_0663,Cloud Computing Masterclass,FreeCodeCamp,Cloud Computing,Beginner,Tutorial Series,Subscription,29.44,https://www.freecodecamp.com/courses/cloud-computing-masterclass,13 months,9382,3.5,1062,2023-10-12,2024-10-19,Jacqueline Matthews,True,True,False,3,37,None,"Cybersecurity, Digital Marketing, Digital Marketing"
RES_0664,Python Programming Masterclass,FreeCodeCamp,Python Programming,Advanced,Text-based,Free,0.0,https://www.freecodecamp.com/courses/python-programming-masterclass,10 days,8071,3.2,1269,2022-11-17,2023-01-14,FreeCodeCamp,True,True,False,8,73,Mobile Development,"Web Development, Machine Learning, Web Development, Web Development"
RES_0665,Python Programming Masterclass,FutureLearn,Python Programming,Intermediate,Bootcamp,Freemium,49.26,https://www.futurelearn.com/courses/python-programming-masterclass,3 days,941,3.3,223,2025-08-16,2025-08-18,Michael Thompson,True,False,True,6,41,JavaScript,"Mobile Development, Machine Learning, Data Analysis"
RES_0666,Web Development Masterclass,Codecademy,Web Development,Beginner,Bootcamp,Free,0.0,https://www.codecademy.com/courses/web-development-masterclass,27 days,2884,3.5,768,2023-06-12,2024-04-06,Matthew Lopez,True,True,False,3,47,None,Project Management
RES_0667,DevOps Masterclass,Codecademy,DevOps,Intermediate,Tutorial Series,Free,0.0,https://www.codecademy.com/courses/devops-masterclass,16 days,4748,3.3,815,2025-06-16,2025-07-02,Codecademy,False,True,False,6,67,"Cybersecurity, Digital Marketing, React","Mobile Development, SQL"
RES_0668,Cloud Computing Masterclass,FreeCodeCamp,Cloud Computing,Intermediate,Video Course,Free,0.0,https://www.freecodecamp.com/courses/cloud-computing-masterclass,2 hours,2519,3.4,413,2025-01-12,2025-04-29,Amy Franklin,False,True,True,5,91,"Digital Marketing, Machine Learning","SQL, Artificial Intelligence, Data Analysis"
RES_0669,JavaScript Masterclass,LinkedIn Learning,JavaScript,All Levels,Interactive,Subscription,17.31,https://www.linkedinlearning.com/courses/javascript-masterclass,2 weeks,6482,3.6,1231,2024-08-03,2024-12-10,Dr. Sarah Shaw MD,False,False,False,5,84,"Mobile Development, Python Programming","DevOps, Digital Marketing"
RES_0670,The Complete Artificial Intelligence Bootcamp,Udemy,Artificial Intelligence,Advanced,Interactive,Free,0.0,https://www.udemy.com/courses/the-complete-artificial-intelligence-bootcamp,29 days,16730,3.3,4252,2022-10-05,2022-11-11,Udemy,False,False,True,9,73,"Data Science, Mobile Development, Python Programming",
RES_0671,SQL Masterclass,Khan Academy,SQL,Intermediate,Interactive,Subscription,38.81,https://www.khanacademy.com/courses/sql-masterclass,28 weeks,8797,4.8,2550,2023-06-12,2024-02-27,Khan Academy,False,True,True,4,88,"Game Development, UI/UX Design, Game Development","Data Analysis, Mobile Development, Python Programming"
RES_0672,Web Development Masterclass,Skillshare,Web Development,All Levels,Project-based,Freemium,91.41,https://www.skillshare.com/courses/web-development-masterclass,20 days,5263,3.2,1229,2024-05-21,2025-01-03,Kayla James,False,False,False,7,62,"DevOps, Python Programming","Data Analysis, React"
RES_0673,React Masterclass,FreeCodeCamp,React,All Levels,Video Course,Freemium,4.78,https://www.freecodecamp.com/courses/react-masterclass,3 weeks,8869,4.0,1430,2023-04-20,2025-08-05,Michael Hebert,False,False,False,7,36,"SQL, Game Development","Machine Learning, Cybersecurity"
RES_0674,Mobile Development Masterclass,Khan Academy,Mobile Development,Intermediate,Bootcamp,Paid,12.7,https://www.khanacademy.com/courses/mobile-development-masterclass,14 hours,5486,3.8,734,2024-04-05,2024-04-24,Bryce Butler,True,False,False,6,62,"JavaScript, Digital Marketing",Data Science
RES_0675,The Complete UI/UX Design Bootcamp,Udemy,UI/UX Design,Advanced,Bootcamp,Free,0.0,https://www.udemy.com/courses/the-complete-ui/ux-design-bootcamp,3 days,8958,5.0,1216,2025-08-14,2025-08-18,Zachary Carter,False,False,True,10,73,Blockchain,"Machine Learning, Artificial Intelligence, DevOps"
RES_0676,The Complete Data Science Bootcamp,Udemy,Data Science,Beginner,Text-based,Paid,83.7,https://www.udemy.com/courses/the-complete-data-science-bootcamp,7 weeks,48534,3.2,11546,2025-07-14,2025-08-16,Udemy,True,True,False,2,91,None,"Python Programming, Mobile Development, Cybersecurity"
RES_0677,Machine Learning Masterclass,Skillshare,Machine Learning,All Levels,Interactive,Paid,46.13,https://www.skillshare.com/courses/machine-learning-masterclass,21 months,9706,3.8,1859,2025-04-05,2025-06-24,Skillshare,False,False,False,5,77,Data Analysis,Project Management
RES_0678,Learn Python Programming - Full Course,YouTube,Python Programming,Advanced,Video Course,Subscription,37.71,https://www.youtube.com/courses/learn-python-programming---full-course,14 hours,21654,4.9,4733,2023-01-14,2025-05-26,Charles Moreno,True,True,False,10,93,"Game Development, Mobile Development, Machine Learning",
RES_0679,Learn UI/UX Design - Full Course,YouTube,UI/UX Design,All Levels,Text-based,Free,0.0,https://www.youtube.com/courses/learn-ui/ux-design---full-course,28 hours,4598,4.7,1241,2023-12-15,2025-04-03,Melissa Munoz,False,False,True,3,76,Artificial Intelligence,"Digital Marketing, Python Programming"
RES_0680,UI/UX Design Specialization,Coursera,UI/UX Design,Advanced,Interactive,Free,0.0,https://www.coursera.com/courses/ui/ux-design-specialization,28 days,35403,4.6,4416,2025-01-27,2025-05-21,Linda Werner,False,False,True,8,40,Data Analysis,"Game Development, Game Development"
RES_0681,The Complete Game Development Bootcamp,Udemy,Game Development,Advanced,Bootcamp,Subscription,18.52,https://www.udemy.com/courses/the-complete-game-development-bootcamp,13 hours,21440,3.5,6213,2023-04-13,2025-05-18,Morgan Ewing,True,True,True,7,43,"Data Analysis, Artificial Intelligence","Cybersecurity, Machine Learning"
RES_0682,JavaScript Masterclass,Pluralsight,JavaScript,Intermediate,Video Course,Subscription,20.89,https://www.pluralsight.com/courses/javascript-masterclass,21 hours,375,3.3,88,2022-12-31,2025-01-10,Pluralsight,True,False,False,5,82,Blockchain,"SQL, Artificial Intelligence, Game Development"
RES_0683,Learn Data Analysis - Full Course,YouTube,Data Analysis,All Levels,Interactive,Freemium,19.25,https://www.youtube.com/courses/learn-data-analysis---full-course,17 weeks,23561,4.3,5260,2024-11-15,2025-01-26,YouTube,True,True,True,3,83,"Artificial Intelligence, Python Programming",Cybersecurity
RES_0684,SQL Masterclass,Codecademy,SQL,Advanced,Tutorial Series,Paid,119.56,https://www.codecademy.com/courses/sql-masterclass,27 hours,4176,4.9,747,2024-11-22,2025-08-01,Ashley Lee,True,True,True,8,65,Python Programming,Machine Learning
RES_0685,Machine Learning Masterclass,Skillshare,Machine Learning,Advanced,Interactive,Freemium,14.44,https://www.skillshare.com/courses/machine-learning-masterclass,24 hours,6141,4.1,1667,2023-10-25,2024-06-27,Michelle Gibson,True,True,False,8,56,"Data Science, SQL","Artificial Intelligence, Artificial Intelligence"
RES_0686,Digital Marketing Masterclass,Pluralsight,Digital Marketing,Beginner,Text-based,Free,0.0,https://www.pluralsight.com/courses/digital-marketing-masterclass,14 months,2698,4.1,492,2025-04-17,2025-05-13,Pluralsight,True,True,True,3,48,None,"DevOps, JavaScript"
RES_0687,Artificial Intelligence Specialization,Coursera,Artificial Intelligence,Beginner,Bootcamp,Freemium,34.78,https://www.coursera.com/courses/artificial-intelligence-specialization,21 days,30448,3.6,5969,2024-07-05,2024-09-03,Coursera,False,False,True,4,47,None,React
RES_0688,Artificial Intelligence Masterclass,Udacity,Artificial Intelligence,All Levels,Interactive,Paid,30.87,https://www.udacity.com/courses/artificial-intelligence-masterclass,24 weeks,8652,4.5,900,2024-03-17,2025-05-12,Nicole Phillips,False,False,False,7,43,UI/UX Design,"React, Game Development, Blockchain"
RES_0689,Artificial Intelligence Professional Certificate,edX,Artificial Intelligence,Beginner,Interactive,Free,0.0,https://www.edx.com/courses/artificial-intelligence-professional-certificate,11 months,9405,3.4,1739,2023-09-22,2025-08-20,Kathy Wade,True,False,False,3,55,None,"Data Science, Machine Learning, Cybersecurity"
RES_0690,SQL Masterclass,Codecademy,SQL,Intermediate,Text-based,Free,0.0,https://www.codecademy.com/courses/sql-masterclass,28 weeks,5947,3.6,614,2022-12-29,2023-07-06,Jennifer Harris,True,True,False,4,43,"Cloud Computing, React, Digital Marketing",
RES_0691,Digital Marketing Masterclass,FreeCodeCamp,Digital Marketing,Beginner,Video Course,Freemium,71.84,https://www.freecodecamp.com/courses/digital-marketing-masterclass,8 days,3679,3.9,574,2023-07-23,2025-05-14,Ricky Rollins,True,True,True,4,56,None,Mobile Development
RES_0692,Learn Machine Learning - Full Course,YouTube,Machine Learning,Beginner,Text-based,Paid,18.39,https://www.youtube.com/courses/learn-machine-learning---full-course,23 weeks,36459,4.0,10881,2024-09-12,2024-09-19,YouTube,False,False,True,4,72,None,Web Development
RES_0693,React Masterclass,Khan Academy,React,Advanced,Video Course,Freemium,69.64,https://www.khanacademy.com/courses/react-masterclass,30 weeks,7511,3.5,1040,2024-09-18,2025-08-08,Khan Academy,False,True,False,8,59,"Data Analysis, JavaScript, SQL",Cloud Computing
RES_0694,Project Management Masterclass,Pluralsight,Project Management,Beginner,Tutorial Series,Freemium,22.56,https://www.pluralsight.com/courses/project-management-masterclass,5 hours,2031,3.2,265,2024-06-28,2025-02-15,Nathan Smith,False,True,False,1,50,None,"Cybersecurity, Python Programming, JavaScript, Data Science"
RES_0695,Game Development Specialization,Coursera,Game Development,Intermediate,Tutorial Series,Freemium,10.85,https://www.coursera.com/courses/game-development-specialization,25 days,14879,4.2,3611,2025-03-24,2025-07-13,Kevin Khan,True,True,True,6,87,None,"Project Management, Digital Marketing"
RES_0696,Project Management Professional Certificate,edX,Project Management,Advanced,Text-based,Subscription,36.22,https://www.edx.com/courses/project-management-professional-certificate,30 hours,3315,3.6,407,2023-05-12,2024-10-23,Cindy Beltran,True,False,False,8,36,Game Development,
